# Diccionario ingles-espanol ordenado por frecuencia de uso.
# Formato: rank|en|lemma|pos|es|es_alt|cefr|hint
# Frecuencia: OpenSubtitles 2018. Traducciones: Wiktionary (CC BY-SA).
6440|nun|nun|noun|monja|-|C1|member of a Christian religious community of women
6441|frequency|frequency|noun|frecuencia|-|C1|-
6442|resume|resume|verb|reanudar|continuar;reanudarse|C1|-
6444|distract|distract|verb|distraer|-|C1|To divert the attention of
6445|satisfaction|satisfaction|noun|satisfacción|-|C1|-
6446|historical|historical|adj|histórico|-|C1|pertaining to history
6449|swedish|swedish|adj|sueco|-|C1|of or pertaining to Sweden
6452|sour|sour|adj|agrio|ácido|C1|having an acidic, sharp or tangy taste
6453|spark|spark|noun|chispa|-|C1|burst of electrical discharge
6458|globe|globe|noun|globo|-|C1|model of Earth
6459|peak|peak|noun|cima|-|C1|-
6461|fierce|fierce|adj|fiero|feroz|C1|extremely violent, severe, ferocious or savage
6462|scam|scam|noun|estafa|-|C1|fraudulent deal
6463|hollow|hollow|adj|hueco|ahuecado;hundido|C1|having an empty space inside
6466|concentration|concentration|noun|concentración|-|C1|-
6468|invest|invest|verb|invertir|investir|C1|-
6476|breed|breed|verb|criar|-|C1|to sexually produce offspring
6477|adore|adore|verb|adorar|-|C1|worship
6480|pasta|pasta|noun|pastas|-|C1|pieces of dough made from wheat and water
6483|execute|execute|verb|ejecutar|ajusticiar|C1|to kill as punishment
6485|architect|architect|noun|arquitecto|arquitecta|C1|designer of buildings
6488|preserve|preserve|verb|preservar|-|C1|to protect
6489|dose|dose|noun|dosis|-|C1|-
6490|stove|stove|noun|cocina|hornillo;calentador|C1|device for heating food
6492|instantly|instantly|adv|al instante|al hilo;al tiro|C1|at once
6493|bugger|bugger|noun|majadero|jodón;fregón;fastidio|C1|-
6497|haul|haul|verb|llevar|-|C1|to transport something heavy
6498|orphanage|orphanage|noun|orfanato|-|C1|-
6499|bolt|bolt|noun|tranca|-|C1|-
6500|autograph|autograph|noun|firma|autógrafo|C1|signature
6510|magnetic|magnetic|adj|magnético|-|C1|-
6514|assets|assets|noun|bien|partida del activo|C1|-
6516|outstanding|outstanding|adj|excepcional|sobresaliente|C1|-
6517|essence|essence|noun|esencia|extracto|C1|concentrate
6518|wardrobe|wardrobe|noun|armario|ropero;clóset;escaparate|C1|cabinet in which clothes may be stored
6527|handful|handful|noun|manojo|puñado|C1|amount held in hand
6529|pumpkin|pumpkin|noun|calabaza|auyama;ayote;zapallo|C1|fruit of this plant
6532|anchor|anchor|noun|ancla|-|C1|tool to moor a vessel into sea bottom
6534|interior|interior|adj|interior|-|C1|-
6536|urge|urge|verb|impulsar|urgir;aguijonear;apresurar|C1|to press, push, drive
6538|strain|strain|noun|trazas|-|C1|Hereditary character, quality, or disposition
6539|curtains|curtains|noun|cortinas|-|C1|plural of curtain
6540|gypsy|gypsy|noun|gitano|gitana|C1|-
6541|tomato|tomato|noun|tomate|-|C1|fruit
6544|compassion|compassion|noun|compasión|-|C1|deep awareness of the suffering of another
6547|arabic|arabic|adj|árabe|arábigo|C1|-
6548|examination|examination|noun|examen|examinación|C1|act of examining
6549|participate|participate|verb|participar|-|C1|-
6552|additional|additional|adj|adicional|extra;de más|C1|Supplemental or added to
6554|obsession|obsession|noun|obsesión|-|C1|-
6556|ridge|ridge|noun|cordillera|sierra|C1|chain of mountains
6557|intent|intent|adj|concentrado|-|C1|firmly fixed or concentrated
6558|axe|axe|noun|hacha|-|C1|tool
6559|reckless|reckless|adj|imprudente|-|C1|careless or heedless; headstrong or rash
6561|razor|razor|noun|navaja|-|C1|shaving knife
6563|frightening|frightening|adj|terrible|-|C1|awful
6565|mutant|mutant|adj|mutante|-|C1|that has mutated
6567|whereas|whereas|conj|siendo que|por cuanto;visto que|C1|it being the case that…
6568|heavenly|heavenly|adj|celeste|-|C1|pertaining to heaven
6571|maiden|maiden|noun|doncella|-|C1|-
6574|bark|bark|noun|corteza|-|C1|exterior covering of a tree
6576|congressman|congressman|noun|congresista|-|C1|member of congress
6577|canyon|canyon|noun|cañón|barranca|C1|a valley cut in rock by a river
6578|casual|casual|adj|casual|-|C1|happening by chance
6579|rack|rack|noun|estante|-|C1|series of shelves
6582|adjust|adjust|verb|pronominal|-|C1|-
6583|decade|decade|noun|década|-|C1|a series of ten things
6584|pine|pine|noun|pino|-|C1|pinewood
6585|tails|tails|noun|seca|-|C1|side of coin
6588|pigeon|pigeon|noun|paloma|palomo;pichón|C1|-
6589|finance|finance|verb|financiar|-|C1|-
6590|respectable|respectable|adj|respetable|-|C1|deserving respect
6591|demonstration|demonstration|noun|demostración|-|C1|act
6592|prank|prank|noun|travesura|broma;inocentada;jugarreta|C1|practical joke or mischievous trick
6594|treason|treason|noun|colaboracionista|-|C1|providing aid and comfort to the enemy
6596|violin|violin|noun|violín|-|C1|string instrument
6597|stir|stir|verb|revolver|-|C1|-
6598|lifestyle|lifestyle|noun|estilo de vida|forma de vida|C1|style of living
6599|realm|realm|noun|esfera|-|C1|sphere or influence
6604|tuna|tuna|noun|tuna|-|C1|fruit of the cactus
6605|tuck|tuck|verb|meter|-|C1|-
6606|inspection|inspection|noun|inspección|-|C1|-
6609|poop|poop|noun|popo|caca|C1|excrement
6610|cardinal|cardinal|noun|cardenal|-|C1|any bird in family
6611|altar|altar|noun|altar|-|C1|flat-topped structure used for religious rites
6614|tourist|tourist|noun|turista|-|C1|Someone who travels for pleasure
6616|jelly|jelly|noun|gelatina|jalea|C1|dessert
6617|thrill|thrill|noun|escalofrío|-|C1|trembling or quivering, especially one caused by emotion
6618|lounge|lounge|noun|sala de espera|-|C1|waiting room
6620|zip|zip|noun|brío|-|C1|energy, vigor, vim
6622|dimension|dimension|noun|dimensión|-|C1|measure of spatial extent
6623|choke|choke|verb|estrangular|asfixiar|C1|prevent someone from breathing by strangling them
6626|bodyguard|bodyguard|noun|guardaespaldas|-|C1|person responsible for protecting an individual
6627|rug|rug|noun|tapete|alfombra;alfombrilla|C1|small carpet
6628|jaw|jaw|noun|mandíbula|-|C1|-
6630|popcorn|popcorn|noun|palomitas de maíz|cabritas;cancha;canguil|C1|-
6633|pointless|pointless|adj|irrelevante|fútil|C1|having no prominent or important feature
6634|documentary|documentary|adj|documental|documentario|C1|-
6635|donor|donor|noun|donador|donante|C1|one who donates
6636|mortgage|mortgage|noun|hipoteca|-|C1|special form of secured loan
6638|enforcement|enforcement|noun|compulsión|coerción|C1|act of enforcing; compulsion
6639|demanding|demanding|adj|exigente|-|C1|requiring much endurance, strength, or patience
6643|rapidly|rapidly|adv|rápidamente|-|C1|with speed
6644|refer|refer|verb|referir|-|C1|-
6649|rushed|rushed|adj|apurado|acelerado|C1|done in haste
6651|efficient|efficient|adj|eficiente|-|C1|-
6652|outrageous|outrageous|adj|indignante|inaudito;escandaloso;apabullante|C1|shocking
6654|slaughter|slaughter|noun|matanza|-|C1|killing of people
6655|marijuana|marijuana|noun|marihuana|mariguana;marijuana|C1|the drug
6659|vest|vest|noun|chaleco|chalequillo|C1|garment worn over a shirt
6661|mechanic|mechanic|noun|mecánico|-|C1|-
6664|legendary|legendary|adj|legendario|-|C1|of or pertaining to a legend
6666|resolve|resolve|verb|resolver|-|C1|find a solution to
6667|relation|relation|noun|relación|-|C1|way in which two things may be associated
6669|mechanical|mechanical|adj|mecánico|-|C1|related to mechanics; done by machine
6670|fare|fare|noun|tarifa|-|C1|money paid for a transport ticket
6671|karma|karma|noun|karma|-|C1|destiny, fate
6673|chorus|chorus|noun|coro|-|C1|-
6675|extend|extend|verb|extender|ampliar|C1|to increase in extent
6677|saddle|saddle|noun|sillín|sillopín|C1|-
6681|artificial|artificial|adj|artificial|-|C1|false, misleading
6682|accomplish|accomplish|verb|efectuar|realizar;lograr|C1|to finish successfully
6683|burial|burial|noun|entierro|-|C1|interment
6686|vow|vow|noun|voto|manda;promesa|C1|-
6687|bake|bake|verb|hornear|-|C1|to cook in an oven
6688|breakdown|breakdown|noun|avería|pana|C1|a failure, particularly mechanical
6692|lightly|lightly|adv|ligeramente|-|C1|in a light manner
6694|layer|layer|noun|capa|-|C1|single thickness of some material covering a surface
6695|gown|gown|noun|túnica|-|C1|woman's dress
6699|countryside|countryside|noun|campo|-|C1|-
6704|lethal|lethal|adj|letal|-|C1|deadly
6705|swan|swan|noun|cisne|-|C1|-
6709|dispatch|dispatch|verb|despachar|-|C1|To send with promptness
6710|notebook|notebook|noun|cuaderno|-|C1|book
6714|scattered|scattered|adj|desperdigado|disperso;esparsido|C1|Randomly distributed
6720|adopt|adopt|verb|adoptar|ahijar|C1|-
6723|consideration|consideration|noun|consideración|-|C1|The process of considering
6729|transplant|transplant|verb|trasplantar|-|C1|-
6731|loneliness|loneliness|noun|soledad|-|C1|condition of being lonely
6733|epic|epic|adj|épico|-|C1|-
6737|frost|frost|noun|escarcha|-|C1|cover of minute ice crystals
6738|registration|registration|noun|registración|inscripción;matriculación;registro|C1|-
6739|prophet|prophet|noun|profeta|-|C1|-
6741|constitution|constitution|noun|constitución|-|C1|-
6744|sock|sock|noun|calcetín|media|C1|covering for the foot
6746|buyer|buyer|noun|cliente|comprador|C1|person who makes purchases
6749|volcano|volcano|noun|volcán|-|C1|mountain containing a magma chamber
6750|accomplice|accomplice|noun|cómplice|-|C1|an associate in the commission of a crime
6751|bounty|bounty|noun|recompensa|-|C1|reward
6756|asylum|asylum|noun|manicomio|-|C1|-
6757|blunt|blunt|adj|romo|-|C1|-
6758|duel|duel|noun|duelo|-|C1|combat between two persons
6760|consult|consult|verb|consultar|-|C1|ask advice
6761|nevertheless|nevertheless|adv|no obstante|sin embargo|C1|in spite of what preceded
6762|carnival|carnival|noun|carnaval|-|C1|festive occasion marked by parades
6768|tray|tray|noun|bandeja|charola|C1|object on which things are carried
6771|handcuffs|handcuffs|noun|esposas|-|C1|metal rings for fastening wrists
6773|barrier|barrier|noun|barrera|-|C1|structure that bars passage
6774|supposedly|supposedly|adv|supuestamente|-|C1|as a matter of supposition
6775|faggot|faggot|noun|huevón|-|C1|annoying person
6776|hunch|hunch|noun|corazonada|-|C1|idea, theory
6778|yacht|yacht|noun|yate|-|C1|slick and light ship
6779|stain|stain|noun|mancha|-|C1|discoloured spot or area
6783|syndrome|syndrome|noun|síndrome|-|C1|recognizable pattern of symptoms or behaviours
6784|hairy|hairy|adj|peludo|velludo|C1|of a person
6787|entertain|entertain|verb|divertir|-|C1|-
6788|ambush|ambush|verb|emboscar|-|C1|To attack by ambush; to waylay
6790|childish|childish|adj|infantil|-|C1|behaving immaturely
6791|meter|meter|noun|medidor|contador;metro|C1|measuring instrument
6796|unstable|unstable|adj|inestable|-|C1|not stable
6798|apollo|apollo|noun|apolo|-|C1|-
6800|politician|politician|noun|político|política|C1|one engaged in politics
6806|violation|violation|noun|violación|-|C1|act or instance of violating
6809|lure|lure|noun|anzuelo|cebo|C1|artificial fishing bait
6810|lyrics|lyrics|noun|letra|-|C1|the words to a song
6811|pod|pod|noun|vaina|-|C1|seed case
6813|universal|universal|adj|universal|-|C1|useful for many purposes
6822|owl|owl|noun|búho|lechuza;tecolote;mochuelo|C1|a bird
6825|grounded|grounded|adj|castigado|-|C1|confined to one's room for some misdemeanor
6826|cane|cane|noun|caña|-|C1|slender flexible stem of plants such as bamboo
6827|avenge|avenge|verb|vengar|-|C1|to take vengeance for
6829|phantom|phantom|noun|fantasma|-|C1|something having no physical reality
6830|notion|notion|noun|noción|-|C1|-
6832|tease|tease|verb|embromar|-|C1|-
6833|forensic|forensic|adj|forense|-|C1|-
6834|doe|doe|noun|cierva|cabra|C1|female deer
6835|outcome|outcome|noun|objetivos|-|C1|education
6838|cheque|cheque|noun|cheque|talón|C1|-
6841|racket|racket|noun|raqueta|-|C1|implement
6843|rider|rider|noun|jinete|-|C1|one who rides
6844|exotic|exotic|adj|exótico|-|C1|non-native to the ecosystem
6847|eighth|eighth|adj|octavo|octava ; 8º;8ª|C1|ordinal form of the number eight
6848|stack|stack|noun|pila|-|C1|a pile of identical objects
6849|wheat|wheat|noun|trigo|-|C1|grain
6851|satisfy|satisfy|verb|satisfacer|-|C1|to meet needs, to fulfill
6853|departure|departure|noun|salida|despedida|C1|The act of departing
6854|finch|finch|noun|pinzón|-|C1|any bird of the family Fringillidae
6856|regiment|regiment|noun|regimiento|-|C1|army unit
6859|surf|surf|noun|marea|oleaje|C1|waves that break
6862|frighten|frighten|verb|atemorizar|-|C1|to disturb with fear
6869|spaghetti|spaghetti|noun|espagueti|-|C1|pasta
6876|arab|arab|adj|árabe|-|C1|of or pertaining to Arabs and their nations
6878|chili|chili|noun|chile|ají;pimiento|C1|spicy fresh or dried fruit of capsicum
6883|shallow|shallow|adj|superficial|-|C1|concerned mainly with superficial matters
6884|diving|diving|noun|buceo|submarinismo|C1|practice of swimming underwater
6887|generator|generator|noun|generador|generador eléctrico|C1|-
6888|federation|federation|noun|federación|-|C1|array of nations or states
6892|feather|feather|noun|pluma|-|C1|element of bird wings
6894|untie|untie|verb|desatarse|-|C1|to become untied or loosed
6896|hay|hay|noun|heno|-|C1|-
6899|phony|phony|adj|falso|-|C1|Fraudulent; fake
6903|continent|continent|noun|continente|-|C1|each of main land-masses on earth's surface
6906|organize|organize|verb|organizar|-|C1|to arrange in working order
6910|sniper|sniper|noun|francotirador|-|C1|-
6911|noisy|noisy|adj|ruidoso|-|C1|making a noise
6913|horizon|horizon|noun|horizonte|-|C1|-
6914|twilight|twilight|noun|penumbra|-|C1|faint light; dubious medium
6915|reflection|reflection|noun|reflexión|-|C1|act of reflecting; the state of being reflected
6917|godfather|godfather|noun|padrino|-|C1|-
6918|merchant|merchant|noun|comerciante|mercader|C1|person who traffics in commodities
6920|robe|robe|noun|bata|-|C1|long, loose outer garment
6921|waist|waist|noun|cintura|-|C1|-
6923|disappointment|disappointment|noun|decepción|-|C1|emotion
6924|venture|venture|noun|aventura|-|C1|A risky or daring undertaking or journey
6925|voyage|voyage|noun|viaje|-|C1|long journey; especially by ship
6926|curry|curry|noun|curry|-|C1|-
6927|ominous|ominous|adj|ominoso|ominosa|C1|giving indication of a coming ill
6928|sunlight|sunlight|noun|luz del sol|-|C1|electromagnetic radiation given off by the sun
6930|overseas|overseas|adj|ultramar|-|C1|across a sea
6933|mattress|mattress|noun|colchón|-|C1|-
6934|grill|grill|verb|asar|-|C1|cook food
6935|marketing|marketing|noun|mercadotecnia|-|C1|-
6937|occupation|occupation|noun|ocupación|-|C1|activity or task with which one occupies oneself
6938|deadline|deadline|noun|fecha límite|requisito;compromiso|C1|-
6940|exhibit|exhibit|verb|exponer|-|C1|demonstrate
6943|shin|shin|noun|canilla|espinilla;tibia|C1|front part of the leg below the knee
6946|define|define|verb|delimitar|demarcar;definir|C1|demark the limits of
6947|urine|urine|noun|orina|-|C1|liquid excrement
6948|foreman|foreman|noun|capataz|-|C1|leader of a work crew
6949|facial|facial|adj|facial|-|C1|of the face
6953|reject|reject|noun|artículo defectuoso|-|C1|something that is rejected
6957|pinch|pinch|noun|pellizco|-|C1|action of squeezing a small amount of skin
6960|hurricane|hurricane|noun|huracán|-|C1|weather phenomenon
6963|heel|heel|noun|cuscurro|mendrugo|C1|end-piece of a loaf of bread
6965|bandit|bandit|noun|bandido|-|C1|-
6968|spa|spa|noun|spa|-|C1|-
6970|turkish|turkish|adj|turco|-|C1|-
6974|evacuate|evacuate|verb|evacuar|-|C1|-
6975|publish|publish|verb|publicar|-|C1|-
6980|predict|predict|verb|predecir|-|C1|to state, or make something known in advance
6983|confront|confront|verb|enfrentar|-|C1|-
6989|ironic|ironic|adj|irónico|-|C1|characterized by irony
6996|flattered|flattered|adj|halagado|-|C1|-
6997|coconut|coconut|noun|coco|-|C1|fruit of coco palm
7001|hooray|hooray|interj|¡hurra!|¡viva!|C1|elated expression of approval
7002|sip|sip|noun|sorbo|-|C1|A small mouthful of drink
7004|grocery|grocery|noun|abarrotería|abastecedor;abasto;almacén|C1|shop or store that sells groceries
7007|meaningless|meaningless|adj|sin sentido|-|C1|lacking meaning, insignificant
7015|thoroughly|thoroughly|adv|cabalmente|a cabalidad;a fondo;detenidamente|C1|in a thorough or complete manner
7022|disappearance|disappearance|noun|desaparición|-|C1|action of disappearing or vanishing
7027|supermarket|supermarket|noun|supermercado|-|C1|store
7028|hereby|hereby|adv|por este|por este medio;por la presente|C1|formal phrase
7029|pier|pier|noun|muelle|embarcadero;malecón|C1|-
7034|psychology|psychology|noun|psicología|-|C1|study of the human mind
7037|keeper|keeper|noun|guardián|custodio|C1|guard, custodian
7039|canadian|canadian|adj|canadiense|-|C1|of or pertaining to Canada
7043|restless|restless|adj|inquieto|-|C1|unable to be still or quiet
7044|collector|collector|noun|coleccionista|-|C1|person or thing that collects
7046|physician|physician|noun|médico|-|C1|medical doctor
7047|exposure|exposure|noun|exposición|publicidad;denuncia|C1|-
7048|grudge|grudge|noun|rencor|-|C1|deep seated animosity
7049|lid|lid|noun|tapa|-|C1|top or cover
7051|glow|glow|verb|brillar|-|C1|-
7052|submarine|submarine|adj|submarino|-|C1|under water
7054|pawn|pawn|noun|empeño|-|C1|instance of pawning something
7058|proposition|proposition|noun|proposición|-|C1|in logic
7059|joker|joker|noun|bufón|hazmerreír;guazón;bromista|C1|person who makes jokes
7064|hose|hose|noun|manguera|-|C1|flexible tube
7070|astronaut|astronaut|noun|astronauta|-|C1|-
7071|porch|porch|noun|pórtico|porche|C1|a covered and enclosed entrance to a building
7075|boil|boil|noun|furúnculo|-|C1|accumulation of pus
7076|kneel|kneel|verb|arrodillarse|-|C1|to stoop down and rest on the knee
7078|clumsy|clumsy|adj|torpe|-|C1|awkward or inefficient in use or construction
7079|rapid|rapid|adj|rápido|-|C1|-
7084|roller|roller|noun|rodillo|-|C1|anything that rolls
7085|thai|thai|adj|tailandés|-|C1|Referring to Thailand
7086|justify|justify|verb|legitimar|justificar|C1|provide an acceptable explanation
7087|garlic|garlic|noun|ajo|-|C1|plant
7090|ammunition|ammunition|noun|munición|-|C1|-
7091|sushi|sushi|noun|sushi|-|C1|Japanese dish
7092|shaft|shaft|noun|lanza|flecha|C1|long narrow body of spear or arrow
7093|definition|definition|noun|definición|-|C1|-
7097|notify|notify|verb|notificar|-|C1|-
7101|greed|greed|noun|codicia|gula|C1|selfish desire for more than is needed
7103|unlucky|unlucky|adj|desafortunado|-|C1|unfortunate
7104|classroom|classroom|noun|aula|sala de clases;salón de clases|C1|room in a school
7105|treaty|treaty|noun|tratado|-|C1|a binding agreement under international law
7106|hike|hike|noun|caminata|-|C1|a long walk
7107|dagger|dagger|noun|daga|puñal|C1|a stabbing weapon
7108|spine|spine|noun|lomo|-|C1|bound edge of a book
7109|detect|detect|verb|detectar|-|C1|-
7114|mock|mock|verb|imitar|burlar|C1|-
7115|challenging|challenging|adj|desafiante|-|C1|difficult; hard to do
7116|salon|salon|noun|salón|sala|C1|-
7117|virtue|virtue|noun|virtud|-|C1|excellence in morals
7118|lawsuit|lawsuit|noun|proceso judicial|pleito;litigio;acción|C1|-
7120|clap|clap|verb|aplaudir|-|C1|To applaud by clapping the hands
7124|sultan|sultan|noun|sultán|-|C1|ruler
7125|attraction|attraction|noun|atracción|-|C1|The tendency to attract
7128|fortress|fortress|noun|fortaleza|-|C1|fortified place
7129|peel|peel|noun|cáscara|-|C1|skin of a fruit
7132|asset|asset|noun|bien|valor;activo|C1|something or someone of any value
7133|warp|warp|noun|urdimbre|-|C1|threads
7134|workshop|workshop|noun|taller|-|C1|academic conference
7138|condemned|condemned|adj|condenado|-|C1|-
7142|naval|naval|adj|naval|-|C1|of or relating to a navy
7143|egyptian|egyptian|adj|egipcio|-|C1|of, from, or pertaining to Egypt
7144|expand|expand|verb|ampliar|-|C1|-
7145|sunrise|sunrise|noun|amanecer|despertad;despierto|C1|figurative awakening
7146|swine|swine|noun|cerdo|canalla|C1|contemptible person
7148|lordship|lordship|noun|domino|esfera;señorío|C1|seigniority, domain, territory ruled by a lord
7149|peach|peach|noun|durazno|melocotón|C1|fruit
7153|selection|selection|noun|selección|-|C1|process or act of selecting
7155|condom|condom|noun|preservativo|condón;goma|C1|flexible sleeve worn on the penis
7158|alongside|alongside|adv|al costado|al lado|C1|-
7160|democratic|democratic|adj|democrático|-|C1|pertaining to democracy
7161|nerd|nerd|noun|norio|matón;empollón;friki|C1|intellectual, skillful person, generally introverted
7163|crook|crook|noun|doblez|curva;curvidad;torcedura|C1|a bend
7165|grasp|grasp|noun|asimiento|-|C1|grip
7166|translate|translate|verb|traducir|-|C1|To change text from one language to another
7168|humiliating|humiliating|adj|humillante|-|C1|liable to humiliate
7169|quarrel|quarrel|noun|discusión|pelea;riña|C1|verbal dispute or heated argument
7171|fury|fury|noun|furia|rabia;furor|C1|extreme anger
7175|battlefield|battlefield|noun|campo de batalla|-|C1|field of a land battle
7176|sticky|sticky|adj|pegajoso|adherente;adherible|C1|able or likely to stick
7177|glen|glen|noun|barranca|-|C1|A secluded and narrow valley
7179|primitive|primitive|adj|primitivo|-|C1|one of the adjectival senses
7180|reign|reign|noun|reinado|-|C1|The exercise of sovereign power
7182|stash|stash|noun|reservado|secreto;escondido;depósito|C1|collection
7185|unlock|unlock|verb|desbloquear|-|C1|give access to something
7187|peculiar|peculiar|adj|peculiar|específico|C1|-
7192|mint|mint|noun|menta|-|C1|herb flavouring
7194|fuse|fuse|noun|espoleta|-|C1|device igniting charge
7197|freezer|freezer|noun|congelador|-|C1|container or room keeping things frozen
7201|jewel|jewel|noun|joya|-|C1|anything considered precious or valuable
7202|bollocks|bollocks|interj|chingados|-|C1|expressing anger, frustration
7206|shovel|shovel|noun|pala|-|C1|tool for moving portions of material
7207|artistic|artistic|adj|artístico|-|C1|aesthetically pleasing
7209|ferry|ferry|noun|ferri|transbordador;ferry|C1|boat
7212|portal|portal|noun|portada|-|C1|entry point
7213|atomic|atomic|adj|atómico|-|C1|of, or relating to atoms
7218|defensive|defensive|adj|defensivo|-|C1|-
7221|sensation|sensation|noun|sensación|-|C1|physical feeling
7224|fugitive|fugitive|noun|fugitivo|-|C1|-
7225|urban|urban|adj|urbano|-|C1|of the city; characteristic of city life
7229|delight|delight|noun|deleite|regocijo;delicia;placer|C1|joy, pleasure
7233|caution|caution|noun|precaución|cuidado;cautela|C1|careful attention, prudence
7236|thorough|thorough|adj|exhaustivo|-|C1|utter; complete; absolute
7239|nude|nude|adj|desnudo|-|C1|without clothing or other covering
7240|tidy|tidy|adj|ordenado|-|C1|arranged neatly
7243|obligation|obligation|noun|obligación|-|C1|-
7245|clearance|clearance|noun|despeje|-|C1|act of clearing or something cleared
7250|reflect|reflect|verb|reflejar|-|C1|to mirror, or show the image of something
7252|sleeve|sleeve|noun|funda|-|C1|mechanical covering or lining
7254|fag|fag|noun|puto|-|C1|homosexual
7260|confirmation|confirmation|noun|confirmación|-|C1|indicator
7265|millionaire|millionaire|noun|millonario|-|C1|-
7266|adoption|adoption|noun|adopción|-|C1|act of adopting, or state of being adopted
7268|comet|comet|noun|cometa|-|C1|a celestial body, generally with a tail
7270|cheerful|cheerful|adj|animado|-|C1|happy
7272|acceptable|acceptable|adj|aceptable|-|C1|capable, worthy or sure of being accepted
7273|realistic|realistic|adj|realista|realístico|C1|expressed or represented as being accurate
7275|sufficient|sufficient|adj|suficiente|-|C1|adequate to wants
7276|cosmic|cosmic|adj|cósmico|-|C1|-
7280|vomit|vomit|noun|vómito|-|C1|regurgitated former contents of a stomach
7281|warmth|warmth|noun|calor|-|C1|moderate heat; sensation of being warm
7284|alas|alas|interj|ay|ay de mí|C1|exclamation of sorrow, etc.
7286|offend|offend|verb|ofender|-|C1|-
7287|overwhelming|overwhelming|adj|imponente|irresistiblemente fuerte.|C1|overpowering
7288|sherry|sherry|noun|jerez|-|C1|fortified wine
7296|refrigerator|refrigerator|noun|frigorífico|heladera;nevera;refrigerador|C1|appliance that refrigerates food
7297|instructor|instructor|noun|instructor|-|C1|one who instructs; a teacher
7300|overtime|overtime|noun|tiempo de más|pago overtime;overtime|C1|-
7302|laurel|laurel|noun|laurel|-|C1|evergreen shrub, of the genus Laurus
7306|drift|drift|noun|vagar|-|C1|anything driven at random
7307|ruthless|ruthless|adj|despiadado|-|C1|without pity or compassion
7313|depressing|depressing|adj|deprimente|-|C1|Causing depression or sadness
7315|doom|doom|verb|condenar|-|C1|to condemn to a terrible fate or outcome
7317|cant|cant|noun|argot|jerga|C1|jargon of a particular class or subgroup
7318|backpack|backpack|noun|mochila|bolsón;morral|C1|worn on a person's back, e.g., for hiking
7319|aisle|aisle|noun|pasillo|-|C1|clear path through rows of seating
7320|insulting|insulting|adj|afrentoso|-|C1|-
7321|edition|edition|noun|edición|-|C1|literary work
7324|preacher|preacher|noun|predicador|-|C1|one who preaches
7326|swinging|swinging|noun|intercambio de pareja|-|C1|sexual practice
7330|casting|casting|noun|fundición|fundería|C1|manufacturing process using a mold
7332|demonstrate|demonstrate|verb|demostrar|-|C1|to display the method of using an object
7334|beggar|beggar|noun|mendigo|-|C1|person suffering poverty
7337|raven|raven|noun|cuervo|-|C1|bird
7338|activate|activate|verb|activar|-|C1|to put into action
7340|heroic|heroic|adj|heroico|-|C1|of or relating to heroism
7341|roar|roar|noun|rugido|-|C1|cry of the lion
7342|queer|queer|adj|raro|extraño|C1|weird, odd, different
7345|trump|trump|noun|pinte|triunfo|C1|playing card of that suit
7347|newton|newton|noun|newton|-|C1|derived unit of force
7348|sincerely|sincerely|adv|sinceramente|-|C1|In a sincere or earnest manner; honestly
7351|madman|madman|noun|loco|-|C1|An insane man
7353|poke|poke|verb|hurgar|-|C1|-
7354|spicy|spicy|adj|caliente|-|C1|-
7355|swap|swap|noun|cambalache|trueque|C1|equal exchange
7358|spaceship|spaceship|noun|nave espacial|astronave|C1|vehicle that flies through space
7360|blink|blink|verb|parpadear|guiñar|C1|to close and reopen both eyes quickly
7361|steer|steer|verb|conducir|-|C1|-
7363|injection|injection|noun|inyección|-|C1|medicine: something injected
7364|ant|ant|noun|hormiga|-|C1|insect
7365|reform|reform|verb|reformar|-|C1|-
7367|virtually|virtually|adv|prácticamente|-|C1|almost
7370|tequila|tequila|noun|tequila|-|C1|liquor
7371|inquiry|inquiry|noun|inquisición|indagatoria|C1|the act of inquiring
7376|unemployed|unemployed|adj|desempleado|cesante|C1|having no job
7379|striking|striking|adj|llamativo|-|C1|of that which makes a strong impression
7382|antique|antique|adj|antiguo|-|C1|old; out of date
7385|puke|puke|noun|vómito|-|C1|vomit
7391|dodge|dodge|verb|evadir|esquivar|C1|to avoid by moving out of the way
7392|unite|unite|verb|unir|juntar;combinar|C1|to come or bring together as one
7396|mule|mule|noun|mulo|mula|C1|offspring of male donkey and female horse
7398|neighbourhood|neighbourhood|noun|vecindad|barrio;colonia;fraccionamiento|C1|close proximity, particularly in reference to home
7403|vegetable|vegetable|noun|vegetal|-|C1|a person whose brain has been damaged
7405|bunker|bunker|noun|búnker|-|C1|-
7407|phenomenon|phenomenon|noun|fenómeno|-|C1|observable fact or occurrence
7415|pronounce|pronounce|verb|pronunciar|-|C1|to sound out a word
7418|ape|ape|noun|mono|-|C1|animal
7425|hometown|hometown|noun|pueblo natal|ciudad de orígen|C1|place of birth or residence
7427|discreet|discreet|adj|discreto|-|C1|respectful of privacy or secrecy; quiet; diplomatic
7429|morphine|morphine|noun|morfina|-|C1|crystalline alkaloid
7433|rookie|rookie|noun|novato|-|C1|an inexperienced recruit
7435|camel|camel|noun|camello|dromedario|C1|beast of burden
7439|runner|runner|noun|corredor|-|C1|-
7442|sponsor|sponsor|noun|patrocinador|patrocinadora|C1|especially with a religious or financial aspect
7444|probe|probe|noun|sondeo|-|C1|investigation or inquiry
7446|grease|grease|noun|grasa|-|C1|oily or fatty matter
